    ,symbol  ,name　　　　,moneyincomeratio      ,roe                   ,assetsturnratio       ,incomegrowthratio     ,goodwillequityratio   ,grossprofitmarginratio
210 ,000639  ,西王食品　　　　,1    107.85           ,0    12.61            ,1    92.23            ,0    11.56            ,0    50.44            ,1    31.30            
211 ,000650  ,仁和药业　　　　,1    106.39           ,0    15.30            ,1    95.36            ,0    25.33            ,1    10.31            ,1    41.62            
212 ,000651  ,格力电器　　　　,0    76.16            ,1    32.75            ,1    75.82            ,0    36.63            ,1    0.01             ,1    32.76            
213 ,000652  ,泰达股份　　　　,0    105.04           ,0    9.13             ,0    46.82            ,0    2.99             ,1    0.75             ,0    8.91             
214 ,000655  ,金岭矿业　　　　,1    121.03           ,0    -4.19            ,0    31.93            ,0    25.34            ,1    0.55             ,0    21.17            
215 ,000656  ,金科股份　　　　,1    142.19           ,0    12.21            ,0    24.92            ,0    57.77            ,1    3.31             ,1    24.52            
216 ,000657  ,中钨高新　　　　,0    87.22            ,0    -1.31            ,1    91.82            ,0    26.99            ,1    0.05             ,0    15.96            
217 ,000659  ,珠海中富　　　　,1    113.58           ,0    -11.34           ,1    58.41            ,0    -1.37            ,1    0.49             ,1    19.41            
218 ,000661  ,长春高新　　　　,1    102.49           ,1    19.98            ,1    65.50            ,1    73.40            ,1    0.01             ,1    80.40            
219 ,000662  ,天夏智慧　　　　,0    100.69           ,0    4.65             ,0    39.75            ,0    -10.03           ,0    37.52            ,0    29.75            
220 ,000663  ,永安林业　　　　,0    96.34            ,0    -16.04           ,0    31.08            ,0    -31.94           ,0    28.38            ,1    19.97            
221 ,000665  ,湖北广电　　　　,0    99.84            ,0    5.91             ,0    30.54            ,0    7.45             ,1    9.32             ,1    44.81            
222 ,000666  ,经纬纺机　　　　,0    63.21            ,0    10.58            ,0    21.19            ,0    12.44            ,1    12.69            ,1    40.90            
223 ,000667  ,美好置业　　　　,0    152.70           ,0    6.58             ,0    21.73            ,0    6.28             ,1    0.09             ,1    33.03            
224 ,000668  ,荣丰控股　　　　,1    265.47           ,0    -1.35            ,0    6.12             ,0    1916.73          ,1    0.00             ,1    54.12            
225 ,000669  ,金鸿控股　　　　,0    97.23            ,0    -3.59            ,0    30.28            ,0    37.06            ,1    10.20            ,1    27.54            
226 ,000670  ,*ST盈方　　　,0    89.79            ,0    -22.25           ,0    42.06            ,0    -111.36          ,1    3.01             ,0    29.06            
227 ,000671  ,阳光城　　　　　,0    128.75           ,0    18.65            ,0    27.56            ,1    99.49            ,1    0.12             ,1    25.83            
228 ,000672  ,上峰水泥　　　　,0    109.59           ,0    25.55            ,1    67.79            ,0    44.53            ,1    7.46             ,0    28.77            
229 ,000673  ,当代东方　　　　,0    94.12            ,0    -19.99           ,0    28.82            ,0    -15.33           ,0    29.33            ,1    44.39            
230 ,000676  ,智度股份　　　　,0    101.48           ,0    -0.17            ,1    77.83            ,1    87.88            ,0    29.15            ,0    23.90            
231 ,000677  ,恒天海龙　　　　,0    94.41            ,0    -22.83           ,1    74.16            ,0    34.63            ,1    0.09             ,0    7.94             
232 ,000678  ,襄阳轴承　　　　,0    68.14            ,0    -2.01            ,1    55.81            ,0    -6.73            ,1    0.00             ,0    10.45            
233 ,000679  ,大连友谊　　　　,0    92.95            ,0    -7.03            ,0    28.72            ,0    -53.00           ,1    0.00             ,1    22.73            
234 ,000680  ,山推股份　　　　,0    77.34            ,0    -3.46            ,0    59.38            ,0    20.19            ,1    0.40             ,0    13.96            
235 ,000681  ,视觉中国　　　　,0    97.86            ,0    13.55            ,0    27.78            ,0    17.88            ,0    56.10            ,1    60.43            
236 ,000682  ,东方电子　　　　,1    104.19           ,0    4.10             ,1    65.46            ,0    24.37            ,1    0.15             ,1    32.34            
237 ,000683  ,远兴能源　　　　,0    81.40            ,0    3.91             ,0    42.64            ,0    -18.05           ,1    0.05             ,1    30.93            
238 ,000685  ,中山公用　　　　,1    107.94           ,0    10.25            ,0    11.19            ,0    19.74            ,1    0.00             ,1    33.48            
239 ,000686  ,东北证券　　　　,0    2.62             ,0    10.99            ,0    3.73             ,0    66.02            ,1    0.60             ,0    35.92            
240 ,000687  ,华讯方舟　　　　,0    95.36            ,0    -7.68            ,0    37.77            ,0    0.54             ,0    72.24            ,0    20.47            
241 ,000688  ,国城矿业　　　　,0    103.25           ,0    20.45            ,1    59.15            ,0    4.28             ,1    0.18             ,1    49.80            
242 ,000690  ,宝新能源　　　　,1    115.54           ,0    10.12            ,0    29.65            ,0    41.68            ,1    0.00             ,1    34.01            
243 ,000691  ,亚太实业　　　　,0    84.05            ,0    1.62             ,0    19.41            ,0    -40.28           ,1    0.00             ,0    18.75            
244 ,000692  ,惠天热电　　　　,0    100.81           ,0    2.45             ,0    37.39            ,0    4.15             ,1    0.00             ,0    4.77             
245 ,000695  ,滨海能源　　　　,1    107.18           ,0    3.30             ,1    63.50            ,0    9.95             ,1    0.00             ,0    6.09             
246 ,000697  ,炼石航空　　　　,0    108.61           ,0    2.76             ,0    16.83            ,1    1909.65          ,0    44.89            ,1    41.51            
247 ,000698  ,沈阳化工　　　　,0    102.16           ,0    4.36             ,1    114.94           ,0    -9.17            ,1    0.00             ,0    7.10             
248 ,000700  ,模塑科技　　　　,0    101.88           ,0    8.64             ,1    70.52            ,0    38.50            ,1    0.51             ,1    21.76            
249 ,000701  ,厦门信达　　　　,1    112.24           ,0    2.57             ,1    301.24           ,0    56.75            ,1    1.74             ,0    3.10             
250 ,000702  ,正虹科技　　　　,1    102.45           ,0    4.37             ,1    205.87           ,0    5.82             ,1    0.00             ,0    9.25             
251 ,000703  ,恒逸石化　　　　,1    107.86           ,0    7.17             ,1    149.01           ,0    63.54            ,1    0.27             ,0    3.99             
252 ,000705  ,浙江震元　　　　,0    99.13            ,0    3.88             ,1    124.04           ,0    17.60            ,1    0.14             ,0    16.43            
253 ,000707  ,ST双环　　　　,0    100.81           ,0    -33.74           ,0    42.35            ,0    -24.93           ,1    0.12             ,0    12.03            
254 ,000708  ,中信特钢　　　　,0    74.19            ,0    9.37             ,1    146.73           ,0    135.32           ,1    0.00             ,0    11.70            
