    ,symbol  ,name　　　　,moneyincomeratio      ,roe                   ,assetsturnratio       ,incomegrowthratio     ,goodwillequityratio   ,grossprofitmarginratio
1806,300416  ,苏试试验　　　　,0    95.29            ,0    12.48            ,1    56.80            ,1    39.88            ,1    0.15             ,1    46.74            
1807,300417  ,南华仪器　　　　,1    118.81           ,0    10.39            ,0    49.19            ,0    100.96           ,1    0.00             ,1    46.38            
1808,300418  ,昆仑万维　　　　,0    86.10            ,1    20.45            ,0    65.67            ,0    9.89             ,1    13.15            ,1    70.42            
1809,300419  ,浩丰科技　　　　,1    111.10           ,0    -2.20            ,0    44.50            ,0    7.55             ,0    32.35            ,1    27.74            
1810,300420  ,五洋停车　　　　,0    86.15            ,0    8.29             ,0    43.94            ,1    65.75            ,0    28.25            ,1    38.38            
1811,300421  ,力星股份　　　　,0    87.79            ,0    9.30             ,1    58.80            ,0    17.41            ,1    1.92             ,1    25.26            
1812,300422  ,博世科　　　　　,0    64.00            ,0    14.73            ,1    52.93            ,1    120.09           ,1    1.14             ,1    29.84            
1813,300423  ,鲁亿通　　　　　,0    76.62            ,0    12.78            ,0    57.05            ,0    865.59           ,0    10.56            ,1    32.34            
1814,300424  ,航新科技　　　　,0    100.00           ,0    9.94             ,1    45.69            ,0    115.53           ,1    5.78             ,1    42.97            
1815,300425  ,中建环能　　　　,0    86.63            ,0    8.70             ,0    35.41            ,0    50.38            ,1    8.00             ,1    47.35            
1816,300426  ,唐德影视　　　　,0    135.17           ,0    -9.47            ,0    38.06            ,0    -28.15           ,1    0.29             ,1    46.80            
1817,300427  ,红相股份　　　　,0    101.19           ,0    13.56            ,0    48.76            ,0    295.92           ,0    22.26            ,1    44.90            
1818,300428  ,四通新材　　　　,0    90.72            ,0    15.14            ,1    147.22           ,0    381.35           ,1    3.24             ,0    12.61            
1819,300429  ,强力新材　　　　,0    99.88            ,0    17.13            ,1    60.46            ,0    32.96            ,1    10.14            ,1    43.85            
1820,300430  ,诚益通　　　　　,0    90.50            ,0    10.15            ,0    40.58            ,0    41.21            ,0    12.90            ,1    37.51            
1821,300431  ,暴风集团　　　　,0    98.46            ,0    -26.90           ,1    74.96            ,0    -64.73           ,0    123.10           ,0    36.31            
1822,300432  ,富临精工　　　　,0    86.19            ,0    3.27             ,0    61.04            ,0    -6.81            ,0    35.50            ,1    34.35            
1823,300433  ,蓝思科技　　　　,0    98.41            ,0    12.18            ,1    79.93            ,0    30.60            ,1    0.17             ,1    23.54            
1824,300434  ,金石亚药　　　　,0    92.74            ,0    8.68             ,0    39.77            ,0    282.32           ,0    12.21            ,1    45.88            
1825,300435  ,中泰股份　　　　,0    86.06            ,0    14.55            ,0    49.86            ,0    31.02            ,1    0.00             ,1    32.26            
1826,300436  ,广生堂　　　　　,1    114.54           ,0    21.68            ,1    67.10            ,0    28.59            ,1    2.13             ,1    86.40            
1827,300437  ,清水源　　　　　,0    69.62            ,0    12.56            ,0    75.96            ,0    130.89           ,0    25.04            ,1    28.13            
1828,300438  ,鹏辉能源　　　　,0    71.15            ,0    13.89            ,1    77.33            ,1    61.97            ,1    0.73             ,1    24.65            
1829,300439  ,美康生物　　　　,0    98.07            ,0    19.04            ,1    75.00            ,0    93.15            ,0    20.58            ,1    49.04            
1830,300440  ,运达科技　　　　,0    110.73           ,0    12.52            ,0    37.39            ,0    -9.77            ,1    1.21             ,1    51.95            
1831,300441  ,鲍斯股份　　　　,0    85.31            ,0    10.77            ,1    54.21            ,0    57.34            ,0    22.06            ,1    34.00            
1832,300442  ,普丽盛　　　　　,0    90.22            ,0    -0.10            ,0    51.60            ,0    8.68             ,1    3.05             ,1    28.07            
1833,300443  ,金雷股份　　　　,0    79.34            ,0    15.85            ,0    56.52            ,0    45.95            ,1    0.00             ,1    35.28            
1834,300444  ,双杰电气　　　　,0    78.58            ,0    13.78            ,1    68.98            ,0    65.72            ,1    5.72             ,1    31.06            
1835,300445  ,康斯特　　　　　,1    109.03           ,0    14.82            ,0    46.90            ,1    35.79            ,1    0.19             ,1    71.32            
1836,300446  ,乐凯新材　　　　,1    109.97           ,1    25.13            ,1    52.95            ,0    3.92             ,1    0.00             ,1    62.29            
1837,300447  ,全信股份　　　　,0    89.77            ,0    8.78             ,0    48.91            ,0    14.31            ,0    7.56             ,1    56.19            
1838,300448  ,浩云科技　　　　,0    99.80            ,0    15.84            ,1    74.54            ,0    40.72            ,1    3.93             ,1    41.84            
1839,300449  ,汉邦高科　　　　,0    92.85            ,0    7.82             ,0    57.92            ,0    -19.17           ,0    20.32            ,1    33.41            
1840,300450  ,先导智能　　　　,0    103.33           ,1    29.21            ,1    50.08            ,1    139.33           ,0    14.20            ,1    41.39            
1841,300451  ,创业慧康　　　　,1    104.86           ,0    10.63            ,1    61.31            ,0    40.00            ,0    21.28            ,1    49.88            
1842,300452  ,山河药辅　　　　,0    87.09            ,0    15.40            ,1    69.21            ,0    36.24            ,1    3.89             ,1    33.18            
1843,300453  ,三鑫医疗　　　　,0    103.09           ,0    11.07            ,1    68.03            ,0    44.78            ,1    0.00             ,1    32.22            
1844,300454  ,深信服　　　　　,1    117.23           ,0    26.28            ,1    78.07            ,1    52.84            ,1    0.00             ,1    78.54            
1845,300455  ,康拓红外　　　　,0    108.68           ,0    12.42            ,0    40.06            ,0    12.94            ,1    0.00             ,1    45.98            
1846,300456  ,耐威科技　　　　,0    100.45           ,0    9.89             ,0    30.88            ,0    30.38            ,0    27.30            ,1    40.81            
1847,300457  ,赢合科技　　　　,0    82.97            ,0    17.80            ,1    54.55            ,0    49.39            ,1    10.22            ,1    36.51            
1848,300458  ,全志科技　　　　,1    103.25           ,0    7.30             ,1    70.32            ,0    34.63            ,1    0.62             ,1    36.19            
